Inflect òbchòdzony | V;PPART;PASS;MPL	òbchòdzoné
Inflect mòrfologijô | N;GEN(SG)	mòrfologiji
Inflect przëpùszczalny | ADJ;ACC(MASC,SG)	przëpùszczalnie
Inflect odkretny | ADJ;NOM(MASC,PL)	odkrety
Inflect wëmienic | V;INF	wëmienic
Inflect wòjôk | N;ACC(SG)	wòjôkã
Inflect psalm | N;GEN(PL)	psalmów
Inflect Zarés | V;IMP;2;SG	Zarés
Inflect czołowy | ADJ;INS(MASC,SG)	czołowim
Inflect malëjący | V;ANM;SG;NFIN	malëjącô
Inflect bëlny | ADJ;GEN(MASC,SG)	bëlnégò
Inflect òdwiédzanié | N;GEN(SG)	òdwiédzaniô
Inflect Lobelia | N;NOM(FEM,SG)	Lobelia
Inflect internacjô | N;ACC(SG)	internacia
Inflect stôri | ADJ;NOM(MASC,SG)	Stôri
Inflect pisa | V;INF	pisac
Inflect swãgòra | N;NOM(PL)	swãgòrë
Inflect Kòscérzna | N;NOM(SG)	Kòscérzna
Inflect Kòscérzna | N;F;GEN(PL)	Kòscérznë
Inflect rzeczënka | N;F;ACC(SG)	rzeczónkã
Inflect òliwkòwi | ADJ;VOC(MASC,SG)	òliwkòw
Inflect òliwkòwi | ADJ;GEN(MASC,PL)	òliwkòwëch
Inflect działac | V;3;SG;PRES	działô
Inflect tradicëjô | N;GEN(SG)	tradycji
Inflect knąp | N;NOM(MASC,SG)	knôp
Inflect dzień | N;INS(SG)	dniãm
Inflect Petroselinum | N;NOM(SG)	Petroselinum
Inflect wëdżinic | V;FUT;1;PL	wëdżiniemë
Inflect dzecë | N;NOM(PL)	dzecë
Inflect Pòkrëwa | N;NOM(PL)	Pòkrëwë
Inflect chrzescëjónka | N;NOM(FEM,SG)	chrzescëjónka
Inflect całoscoswi | ADJ;GEN(MASC,SG)	całoscowégò
Inflect przigoda | N;ACC(SG)	przigode
Inflect przigoda | N;NOM(PL)	przigodë
Inflect Galilejsczi | ADJ;NOM(PL,MASC)	Galilejsczé
Inflect jigła | N;NOM(FEM,PL)	jigłë
Inflect jigła | N;GEN(PL)	jigłów
Inflect Dzys | N;NOM(SG)	Dzysu
Inflect nalézc | V;INF	nalézc
Inflect przôdëk | N;GEN(SG)	przôdkù
Inflect służba | N;LOC;SG	służbie
Inflect służba | N;ACC(SG)	służbã
Inflect służba | N;GEN(FEM,SG)	służbë
Inflect służba | N;GEN(PL)	służbów
Inflect ùkòchónëj | ADJ;NOM(MASC,SG)	ùkòchóny
Inflect smùkłi | ADJ;NOM(PL,MASC)	smùkłi
Inflect węczerpanie | N;LOC;SG;NEUT	węczerpaniu
Inflect rozkòscéranié | N;NEUT;SG	rozkòscérzanié
Inflect kóńsczi | ADJ;NOM(MASC,SG)	kóńsczi
Inflect wërobk | N;SG	wërobk
Inflect Sklep | N;NOM(SG)	Sklep
Inflect ludzki | ADJ;NOM(FEM,SG)	ludzka
Inflect nóta | N;INS(FEM,SG)	nótama
Inflect nóta | N;NOM(FEM,PL)	nótë
Inflect Mãczelnica | N;NOM(SG)	Mãczelnica
Inflect wëwiezc | V;NFIN	wëwiezc
Inflect pòpùlacëjô | N;GEN(SG)	pòpùlacëji
Inflect rezerwaca | N;GEN(SG)	rezerwace
Inflect filmòwi | ADJ;MASC;INST;SG	filmòwim
Inflect Rzëmianin | N;NOM(PL)	Rzëmianowie
Inflect nérek | N;NOM(SG,MASC)	nérek
Inflect Kôrta | N;F;NOM(SG)	Kôrta
Inflect reniony | ADJ;GEN;GEN(PL,MASC)	renionych
Inflect parłączenie | N;GEN(SG)	parłączenia
Inflect Kaszëbòwé | N;NOM(PL)	Kaszub
Inflect gòrączka | N;DAT(SG)	gòrączce
Inflect talérz | N;NOM(SG)	talérz
Inflect rok | N;LOC;PL	rokach
Inflect rok | N;INST;SG	rokiem
Inflect figùrenka | N;GEN(SG)	figùrenczi
Inflect dokładny | ADJ;NOM(FEM,SG)	dokładno
Inflect gniôzdëc | V;NFIN;PRS	gniôzdëje
Inflect chùtczi | ADJ;GEN(PL,MASC,ANIM)	chùtczich
Inflect chùtczi | ADJ;GEN(MASC,SG)	chùtczégò
Inflect midzëszkòłowëch | ADJ;DAT(PL,MASC)	midzëszkòłowëëch
Inflect rektor | N;ACC(SG)	rektorã
Inflect pózny | ADJ;ACC(SG,MASC)	Póznym
Inflect sztrejk | N;NOM(MASC,SG)	sztrejk
Inflect òjczëzna | N;GEN(SG)	òjczëznë
Inflect repùblika | N;NOM(SG)	repùblika
Inflect dialekt | N;GEN(SG)	dialektu
Inflect dialekt | N;ACC(SG)	dialektã
Inflect dialekt | N;NOM(PL)	dialektë
Inflect dialekt | N;GEN(PL)	dialektów
Inflect fascynacja | N;INS(SG)	fascynacją
Inflect Norda | N;LOC;SG;FEM	nordzie
Inflect Përzëk | N;NOM(FEM,SG)	Përzëca
Inflect wełna | N;NOM(SG)	wełna
Inflect etymologiô | N;NOM(SG)	etymologiô
Inflect òdebrac | V;INF	òdebrac
Inflect słôwa | N;NOM(SG)	słôwa
Inflect òtoczëc | V;PPFV;NFIN;PASS	òtoczeniô
Inflect ògniszkò | N;DAT(SG)	ògniszka
Inflect przód | ADV	przód
Inflect przód | N;LOC;SG	przóde
Inflect Stachùrsczi | ADJ;NOM(MASC,PL)	Stachùrsczi
Inflect pòjedincznëch | ADJ;GEN(MASC,PL)	pòjedincznëch
Inflect prototyp | N;NOM(SG)	prototyp
Inflect bióro | N;GEN(SG)	bióra
Inflect spôlëlë | V;PRF;3;PL	spôlëlë
Inflect prok | N;GEN(SG)	proga
Inflect Słowiónie | N;NOM(PL)	Słowióni
Inflect Słowiónie | N;NOM(PL)	Słowiónie
Inflect Pôtrik | N;DAT(FEM,SG)	Patrika
Inflect jaskùleczka | N;FEM;SG;DIM	jaskùleczka
Inflect Jastrowa | N;INS(FEM,SG)	Jastrową
Inflect szkic | N;GEN(PL)	szkiców
Inflect głowôcz | N;NOM(SG)	głowôcz
Inflect ksãżëc | N;GEN(PL)	ksyżeców
Inflect Przódka | N;NOM(PL)	Przòdë
Inflect redakcëjô | N;NOM(SG)	redakcëjô
Inflect rzec | N;NOM(PL)	rzeczi
Inflect zôpadnopòmòrsczi | ADJ;GEN(MASC,PL)	zôpadnopòmòrsczich
Inflect media | N;GEN(PL)	Mediów
Inflect Mandrillus | N;NOM(SG)	Mandrillus
Inflect Szpanijô | N;NOM(SG)	Szpanijô
Inflect rujana | N;F;NOM(SG)	rujana
Inflect rujana | N;GEN(SG)	rujanie
Inflect Ùkrajińc | N;MASC;PL	Ùkrajińcë
Inflect klimat | N;NOM(SG)	klimat
Inflect klimat | N;DAT(SG)	klimatowi
Inflect klimat | N;GEN(SG)	klimatu
Inflect klimat | N;FEM;LOC;SG	klimatë
Inflect farma | N;DAT(SG)	firmie
Inflect ùrodzëc | V;PPFV;PSP;NFIN	ùrodzóny
Inflect stwòrzenie | N;DAT(SG)	stwòrzeniu
Inflect òfiara | N;ACC(SG)	òfiarã
Inflect ùbògadzenié | N;GEN(PL)	ùbògaconëch
Inflect coker | N;INS(SG)	cocker
Inflect Kuba | N;MASC;SG;LOC	Kùbie
Inflect Wislawa | N;NOM(FEM,SG)	Wisława
Inflect matka | N;NOM(SG)	matka
Inflect matka | N;ACC(SG)	matkã
Inflect matka | N;INS(SG)	matką
Inflect sadzyć | V;NFIN	sadzenim
Inflect harcersczi | ADJ;DAT(MASC,PL)	harcersczich
Inflect pisanô | ADJ;NOM(FEM,SG)	pisanô
Inflect drzewùtni | N;LOC;PL	drewùtniach
Inflect wòjna | N;LOC;SG	wòjnie
Inflect wòjna | N;ACC(SG)	wòjnã
Inflect wòjna | N;GEN(PL)	wòjnów
Inflect wòjna | N;ACC(SG,FEM)	wòjną
Inflect wôrtnosc | N;ACC(SG)	wôrtnotã
Inflect stôrszi | ADJ;CMPR	starszim
Inflect stôrszi | ADJ;GEN(MASC,SG)	starszégò
Inflect pòczestnot | N;ACC(SG)	pòczestnotã
Inflect mëszk | N;NOM(SG)	mëszélc
Inflect ekstraklasa | N;GEN(SG)	Ekstraklasy
Inflect jedla | N;NOM(PL)	jedlë
Inflect Prawa | ADJ;NOM(FEM,SG)	Prawa
Inflect Sejmòwô | ADJ;NOM(FEM,SG)	Sejmòwô
Inflect czësti | ADJ;NOM(MASC,PL)	czësti
Inflect czësti | V;IND;SG;3	czësto
Inflect léczniczô | ADJ;NOM(FEM,SG)	léczniczô
Inflect państwo | N;GEN(PL)	Państwa
Inflect spółzwãkôw | N;GEN(PL)	spółzwãkôw
Inflect stopa | N;LOC;PL	stopach
Inflect stopa | N;F;DAT(PL)	stopama
Inflect adeptałowô | ADJ;NOM(FEM,SG)	deptałowô
Inflect KaszëbskôPòmòrskô | ADJ;NOM(FEM,SG)	KaszëbskôPòmòrsczégò
Inflect zwòlennik | N;INS(SG,MASC)	zwòlennikã
Inflect nôùczny | ADJ;NOM(FEM,SG)	nôùczné
Inflect sprawiedlëwòtô | N;ACC(FEM,SG)	sprawiedlëwòtë
Inflect òdjimk | N;LOC;PL	òdjimkach
Inflect Tuhanowicz | N;DAT(PL)	Tuhanowiczach
Inflect armiô | N;ACC(SG)	armië
Inflect armiô | N;NOM(SG)	armiô
Inflect algiersczi | ADJ;GEN(MASC,SG)	algiersczégò
Inflect ùniwersytet | N;LOC;SG;F	ùniwersytece
Inflect ùniwersytet | N;NOM(MASC,SG)	ùniwersytet
Inflect ùniwersytet | N;LOC;PL	ùniwersytetach
Inflect ùniwersytet | N;GEN(PL)	ùniwersytetów
Inflect łoza | N;F;NOM(SG)	Łoza
Inflect Sobór | N;NOM(SG)	Sobór
Inflect smrok | N;GEN(SG)	smroku
Inflect Surfòwanié | N;NOM(SG)	Surfòwanié
Inflect lëtra | N;NOM(PL)	lëtrë
Inflect lëtra | N;F;INS(SG)	lëtrą
Inflect brëtëjsczi | ADJ;NOM(MASC,SG)	brëtëjsczi
Inflect kraj | N;GEN(SG)	kraju
Inflect kraj | N;GEN(PL)	krajów
Inflect demònstracëjô | N;GEN(PL)	demònstracëjów
Inflect paznokc | N;GEN(SG)	paznokca
Inflect Eùropejskô | ADJ;NOM(FEM,SG)	Eùropejskô
Inflect Eùropejskô | ADJ;ACC(FEM,SG)	Eùropejską
Inflect technologia | N;GEN(SG)	technologii
Inflect bùdować | V;3;PL;PRES	bùdują
Inflect czubaty | ADJ;NOM(MASC,SG)	czubati
Inflect czubaty | ADJ;NOM(FEM,SG)	czubatô
Inflect inicjator | N;ACC(SG)	inicjatorã
Inflect Swiónowie | N;NOM(PL)	Swiónowie
Inflect wątplëwótô | N;F;NOM(SG)	wątplëwótë
Inflect Teofil | N;NOM(MASC,SG)	Teofil
Inflect wèjerowsczi | ADJ;INS(MASC,SG)	wejerowsczim
Inflect zjednóny | ADJ;NOM(FEM,SG)	zjednónô
Inflect bąk | N;LOC;SG	baechu
Inflect kòmùnalnô | ADJ;GEN(PL,MASC)	kòmùnalnëch
Inflect chléb | N;NOM(MASC,SG)	chléb
Inflect zbiérka | N;GEN(PL)	zbiérków
Inflect Gard | N;NOM(MASC,SG)	Gard
Inflect sniég | N;NOM(SG)	sniég
Inflect sniég | N;GEN(SG)	sniégù
Inflect Spôdkòwizna | N;GEN(SG)	Spadkòwiznë
Inflect cyńk | N;ACC(SG)	cyńką
Inflect Andromeda | N;NOM(SG)	Andromeda
Inflect Krziżewé | ADJ;NOM(PL,MASC,INAN)	Krziżewé
Inflect zależny | ADJ;NOM(PL)	zależne
Inflect czarë | N;NOM(FEM,PL)	czarë
Inflect splecënki | N;GEN(PL)	splecënków
Inflect ełemęt | N;GEN(PL)	elemeńtów
Inflect rechòwanié | N;LOC;SG;M3	rechòwaniu
Inflect rechòwanié | N;NOM(SG,NEUT)	rechòwanié
Inflect sam | ADJ;INS(MASC,SG)	samym
Inflect sam | ADJ;NOM(FEM,PL)	samé
Inflect sam | ADJ;GEN(MASC,PL)	samëch
Inflect tłusti | ADJ;ACC(MASC,SG)	tłëstégò
Inflect pòłączenié | N;NOM(SG)	pòłączenié
Inflect swiãtéj | ADJ;GEN(FEM,SG)	swiãcy
Inflect Ewangelicczi | ADJ;NOM(MASC,PL)	Ewangelicczi
Inflect robić | V;V;PTCP;NFIN	robieniu
Inflect miłota | N;GEN(FEM,SG)	miłotné
Inflect wepsczi | V;NFIN;INF	wepsczim
Inflect Bùrczibas | N;NOM(SG)	Bùrczibas
Inflect Lãbòrskô-Bëtowskô | ADJ;F;NOM(SG)	LãbòrzkòBëtowsczi
Inflect nosëna | N;ACC(FEM,SG)	nosinė
Inflect Gdąńsk | N;NOM(SG)	Gdąńsk
Inflect niemiecki | ADJ;NOM(PL,MASC)	niemieccy
Inflect niemiecki | ADJ;NOM(MASC,SG)	niemiecczi
Inflect aùtór | N;NOM(SG,MASC)	aùtór
Inflect piłkarz | N;NOM(SG)	piłkarz
Inflect piłkarz | N;GEN(PL)	piłkarzy
Inflect piłkarz | N;GEN(PL)	piłkarzów
Inflect ùkształtowanié | N;GEN(SG)	ùkształtowaniô
Inflect Klonówczyni | N;VOC(PL)	Klonówczi
Inflect Mandżurëja | N;GEN(SG)	Mandżurëji
Inflect wygrany | ADJ;NOM(MASC,PL)	wygranych
Inflect ramię | N;NOM(PL)	remiona
Inflect ramię | N;GEN(PL)	remionów
Inflect òlsza | N;NOM(FEM,SG)	òlszô
Inflect blëżëc | V;NFIN	blëżi
Inflect Włodzmirz | N;GEN(SG)	Włodzmierza
Inflect doktór | N;ACC(SG)	doktorã
Inflect wybór | N;NOM(SG)	wybór
Inflect koza | N;NOM(SG)	koza
Inflect nôpewni | ADV;SUP	nôpewni
Inflect jinwazëjô | N;ACC(SG,FEM)	jinwazëjô
Inflect wërosca | N;LOC;SG	wërosce
Inflect Koło | N;NOM(SG,NEUT)	Koło
Inflect ùzależnienie | N;GEN(PL)	ùzależnieniama
Inflect równoznaczëna | ADJ;NOM(FEM,PL)	równoznaczënë
Inflect wielëna | N;NOM(FEM,SG)	wielëna
Inflect chrzescyjańskô | ADJ;ACC(FEM,SG)	chrzescyjańsczé
Inflect kònstrukcjô | N;LOC;PL	kònstrukcjach
Inflect kònstrukcjô | N;GEN(SG)	kònstrukcji
Inflect Przemysł | N;NOM(SG)	Przemisł
Inflect Beck | N;NOM(MASC,SG)	Beck
Inflect militarny | ADJ;NOM(FEM,SG)	militarnô
Inflect współczesny | ADJ;GEN(FEM,SG)	współczesnej
Inflect nôwiãkszi | ADJ;INS(PL,MASC)	nôwiãkszimi
Inflect fòlder | N;LOC;PL	fòlderach
Inflect fòlder | N;NOM(PL)	fòlderë
Inflect wëmòka | N;GEN(SG)	wëmòdżi
Inflect jastrzëbôk | N;F;SG	jastrzëbôk
Inflect kòlibk | N;NOM(PL)	kòlibczi
Inflect seria | N;DAT(SG)	serie
Inflect greńcznô | ADJ;NOM(FEM,SG)	greńcznô
Inflect mésterswò | N;GEN(SG)	mésterstwa
Inflect tczë | N;FEM;LOC;SG	tczë
Inflect startné | N;ACC(SG,NEUT)	startné
Inflect rozum | N;ACC(MASC,SG)	rozum
Inflect grodzëskò | N;NOM(NEUT,SG)	grodzëskò
Inflect przemoc | N;NOM(SG)	przemògã
Inflect Chalëpa | N;GEN(PL)	Chalëpów
Inflect krańc | N;MASC;SG;LOC	krańc
Inflect krańc | N;LOC;SG	krańcu
Inflect Òrder | N;GEN(SG)	Òrderu
Inflect Òrder | N;GEN(SG)	Òrdéru
Inflect procesja | N;GEN(SG,FEM)	procesji
Inflect pòòrôł | V;FUT;3;SG	pòòrôł
Inflect Rãplôcz | N;NOM(MASC,SG)	Rãplôcz
Inflect doróbek | N;GEN(SG)	doróbkù
Inflect dogmaticzny | ADJ;VOC(MASC,SG)	dogmaticzi
Inflect dogmaticzny | ADJ;ACC(FEM,SG)	dogmaticzné
Inflect pingwin | N;GEN(PL,MASC)	pingwinów
Inflect hôwinga | N;NOM(FEM,SG)	hôwinga
Inflect Sumer | N;GEN(PL)	Sumerów
Inflect òdéńdzënk | N;M3;NOM(SG)	òdéńdzenié
Inflect Jan | N;DAT(SG)	Janowi
Inflect Kanonik | N;GEN(PL)	Kanoników
Inflect Kôczornica | N;NOM(SG)	Kôczornica
Inflect Kôczornica | N;NOM(PL)	Kôczornice
Inflect China | N;DAT(PL)	Chinama
Inflect Wôżny | ADJ;NOM(MASC,SG)	Wôżny
Inflect łëzgôcz | N;NOM(MASC,SG)	łëzgôcz
Inflect rentier | N;MASC;PSS3S;SG	rentier
Inflect książka | N;GEN(PL)	ksążków
Inflect termin | N;ACC(SG)	termin
Inflect Pozycjô | N;F;NOM(SG)	Pòzycjô
Inflect dëtka | N;GEN(PL)	dëtków
Inflect nôbarżi | ADV;SUP	nôbarżi
Inflect cytr | N;DAT(SG)	cytrze
Inflect wëspólrobic | V;NFIN	wëspółrobi
Inflect świetło | N;LOC;SG	świetle
Inflect pòrządk | N;NOM(PL)	pòrządczi
Inflect pòrządk | N;VOC(SG)	pòrządk
Inflect pòrządk | N;GEN(SG)	pòrządkù
Inflect zôczątek | N;NOM(PL)	zôczątki
Inflect Czedë | ADV	czedë
Inflect robòcy | ADJ;MASC;PL;LOC	robòcych
Inflect stado | N;GEN(SG)	stada
Inflect wôżk | N;NOM(PL)	wôżczi
Inflect wôżk | N;GEN(PL)	wôżków
Inflect katolëk | N;INST;PL	katolëkama
Inflect katolëk | N;GEN(PL)	katolëków
Inflect Frãcëszkan | N;ACC(FEM,PL)	Frãcëszkanie
Inflect Frãcëszkan | N;ACC(MASC,PL)	Frãcëszkanów
Inflect Nil | N;GEN(MASC,SG)	Nilu
Inflect Łba | N;GEN(SG)	Łebë
Inflect interpretowac | V;INF	interpretowac
Inflect Diôbeł | N;NOM(SG)	Diôbeł
Inflect Sandomiersczi | ADJ;NOM(PL,MASC)	Sandomiersczé
Inflect Bòski | ADJ;ACC(FEM,SG)	Bòską
Inflect zwada | N;F;NOM(SG)	zwada
Inflect zwada | N;GEN(SG)	zwadë
Inflect skłôd | N;NOM(MASC,SG)	Skłôd
Inflect białgòwsczi | ADJ;NOM(MASC,SG)	białgòwsczi
Inflect amerykańsczi | ADJ;GEN(MASC,SG)	amerikańsczigò
Inflect masa | N;ACC(SG)	masã
Inflect bal | N;ACC(SG)	balã
Inflect Msza | N;GEN(SG)	Mszi
Inflect Msza | N;ACC(SG)	Mszã
Inflect Msza | N;NOM(FEM,SG)	Mszô
Inflect Msza | N;ACC(SG)	Mszą
Inflect swãd | N;ACC(SG)	swãdu
Inflect òdbiernik | N;GEN(PL)	òdbiérników
Inflect Ditrich | N;NOM(SG)	Ditrich
Inflect KùmskòManëcczi | ADJ;GEN(MASC,SG)	KùmskòManëcczégò
Inflect Miónków | N;GEN(PL)	Miónków
Inflect òdbitk | N;NOM(PL)	òdbitczi
Inflect smùlsc | N;ACC(MASC,SG)	smùlsz
Inflect SZËC | V;PST;3;PL	szlë
Inflect Znóné | ADJ;NOM(FEM,PL)	Znóné
Inflect Zómk | N;NOM(MASC,SG)	Zómk
Inflect Kaszëbskô | ADJ;NOM(FEM,SG)	Kaszëbskô
Inflect niebò | N;NOM(SG,NEUT)	Niebò
Inflect raz | N;LOC;PL	razach
Inflect raz | N;GEN(PL)	razow
Inflect nadzewac | V;INF	nadzewac
Inflect Pòlôk | N;NOM(SG)	Pòlôk
Inflect sztudia | N;NOM(FEM,SG)	sztudia
Inflect Złoti | ADJ;INS(MASC,SG)	Złotim
Inflect astronomia | N;GEN(SG)	astronomii
Inflect ùczãstnik | N;GEN(PL,MASC)	ùczãstników
Inflect badéra | N;NOM(FEM,SG)	badéra
Inflect sziszkòjagòda | N;NOM(PL)	sziszkòjagòdë
Inflect różnosć | N;GEN(SG)	różnoscë
Inflect Wòjewództwo | N;NOM(PL)	Wòjewództwa
Inflect mòtorowi | ADJ;ABL(MASC,PL)	mòtorowich
Inflect wëswiãconô | ADJ;NOM(FEM,SG)	wëswiãconô
Inflect ùzdrzec | V;PST;PFV	ùzdrzëc
Inflect erb | N;ACC(PL)	erbë
Inflect Wiólgô | ADJ;NOM(FEM,SG)	Wiolgô
Inflect przedstôwka | N;LOC;PL	przedstôwkach
Inflect pastor | N;ACC(SG)	pastorã
Inflect Janek | N;VOC(SG)	Janke
Inflect AnnaMaria | N;FEM;PROPN;SG	AnnaMaria
Inflect gospodarstwo | N;NOM(SG)	gospodarstwo
Inflect pokolenié | N;GEN(SG)	pokoleniégò
Inflect František | N;NOM(SG)	František
Inflect Ekwador | N;NOM(SG)	Ekwador
Inflect Ekwador | N;GEN(SG)	Ekwadoru
Inflect flota | N;NOM(SG)	flot
Inflect wzór | N;NOM(SG)	wzór
Inflect kartëzan | N;GEN(PL)	kartëzanów
Inflect wójt | N;NOM(SG)	wójt
Inflect plansza | N;NOM(FEM,SG)	plansza
Inflect miesce | N;SG;LOC	miesce
Inflect Dardanele | N;NOM(PL)	Dardanele
Inflect Gregorianian | ADJ;MASC;PSSV;SG	Gregòriańsczi
Inflect akcëjô | N;NOM(SG)	akcëjô
Inflect weżë | V;NFIN	weżi
Inflect Pólsczi | ADJ;NOM(MASC,SG)	Pólsczi
Inflect latëfùndia | N;GEN(PL)	latëfùndiów
Inflect wëbitny | ADJ;GEN(MASC,PL)	wëbitnëch
Inflect ksyżëna | N;NOM(FEM,PL)	ksyżënë
Inflect òchróna | N;LOC;SG	òchrónie
Inflect krój | N;GEN(SG)	krôjù
Inflect badéra | N;DAT(FEM,PL)	badérã
Inflect shəmota | N;GEN(PL)	shəmōṯ
Inflect karny | ADJ;GEN(MASC,SG)	karnégò
Inflect Bòliwiô | N;NOM(SG)	Bòliwiô
Inflect lasowi | ADJ;ACC(MASC,PL)	lasowëch
Inflect Òpòwiôstka | N;NOM(PL)	Òpòwiôstczi
Inflect liczba | N;ACC(SG)	liczbã
Inflect zbiérnik | N;NOM(SG)	zbiérnik
Inflect Biologija | N;NOM(SG)	Biologijô
Inflect Brëtëjsczi | ADJ;NOM;VOC(MASC,PL)	Brëtëjsczici
Inflect habilitacje | N;ACC(SG)	habilitacjã
Inflect pòcëstersczi | ADJ;NOM(MASC,SG)	pòcëstersczi
Inflect zôdzerzg | N;GEN(SG)	zôdzerzgi
Inflect gałąz | N;GEN(PL)	gałãzów
Inflect gałąz | N;GEN(SG)	gałązy
Inflect tardnô | ADJ;NOM(FEM,SG)	tarda
Inflect Òbserwowac | V;3;SG;PRES	Òbserwëje
Inflect bąčk | N;NOM(MASC,SG)	bączk
Inflect kùńczëc | V;INF	kùńczëc
Inflect skała | N;ACC(SG)	skalã
Inflect tożsamość | N;GEN(SG)	tożsamości
Inflect Hebrajsczi | ADJ;INS(MASC,SG)	Hebrajsczim
Inflect òkùnkòwatëch | ADJ;GEN(FEM,PL)	òkùnkòwatëch
Inflect dëtczi | N;VOC(SG)	dëtk
Inflect przërëchtowani | N;LOC;SG	przërëchtowanim
Inflect Johnnym | N;MASC;INST;SG	Johnnym
Inflect Hôdowc | N;ACC(PL)	Hòdowców
Inflect Hùda | N;GEN(FEM,SG)	Huds
Inflect sad | N;GEN(PL)	sadów
Inflect pszénica | N;NOM(FEM,SG)	pszénica
Inflect przëmiôr | N;INS(SG)	przëmiôrã
Inflect rodzëzna | N;GEN(SG)	rodzëznë
Inflect rodzëzna | N;GEN(PL)	rodzëznów
Inflect trzon | N;ACC(MASC,SG)	trzon
Inflect grecczë | ADJ;ACC(MASC,SG)	grecczégo
Inflect sztóca | N;ACC(PL)	sztóce
Inflect historia | N;GEN(SG)	Historii
Inflect ùpôdk | N;GEN(SG)	ùpadku
Inflect ùpôdk | N;GEN(SG)	ùpadkù
Inflect Płat | N;NOM(SG)	Platow
Inflect Stolôrz | N;NOM(SG)	Stolôrz
Inflect Stolôrz | N;NOM(PL)	Stolôrze
Inflect skwarka | N;INS(PL)	skwarkama
Inflect Łacyńsczi | ADJ;NOM(MASC,SG)	Łacyńsczi
Inflect materëja | N;F;GEN(SG)	materëje
Inflect Brno | N;NOM(SG)	Brno
Inflect wzór | N;DAT(PL)	wzorama
Inflect pòdgrëpë | N;DAT(SG)	pòdgrëpë
Inflect seksualny | ADJ;NOM(MASC,SG)	seksualnié
Inflect Zambia | N;F;NOM(SG)	Zambiô
Inflect Helicidae | N;NOM(PL)	Helicidae
Inflect Feldhandball | N;GEN(SG)	Feldhandballu
Inflect Rosmarinus | N;NOM(SG)	Rosmarinus
Inflect lëca | N;ACC(PL)	ledze
Inflect zatwiérdzenié | N;NOM(SG)	zatwiérdzenié
Inflect plëta | N;ACC(SG)	plëtã
Inflect Swióniô | N;ACC(SG)	Swinié
Inflect Wszëtkò | ADJ;NOM(NEUT,SG)	Wszëtkò
Inflect Mòrzk | N;DAT(SG)	Mòrzu
Inflect Kùlturowô | ADJ;NOM(FEM,SG)	Kùlturowô
Inflect jistnik | N;GEN(FEM,SG)	jistnika
Inflect jistnik | N;GEN(PL)	jistników
Inflect westrzédnozôpadny | ADJ;INS(SG,MASC,INAN)	westrzédnozôpadnim
Inflect Slovenská | ADJ;NOM(FEM,SG)	Slovenská
Inflect jôpsczownik | N;NOM(MASC,SG)	jôpscownik
Inflect rzeczenie | N;DAT(SG)	rzeczeniu
Inflect ùkôra | N;GEN(SG)	ùkôrë
Inflect Poezja | N;NOM(SG)	Poezje
Inflect grecczi | ADJ;GEN(MASC,SG)	grecczégò
Inflect Môrcëna | N;NOM(FEM,SG)	Môrcëna
Inflect etos | N;GEN(SG)	etosu
Inflect maj | N;NOM(PL)	majus
Inflect ksyżëc | N;NOM(SG)	ksyżëc
Inflect ksyżëc | N;GEN(SG)	ksyżëca
Inflect Manuał | N;NOM(PL)	Manuałë
Inflect Pòtrus | N;VOC(PL)	Pòtrusë
Inflect Bernstein | N;NOM(SG)	Bernestein
Inflect fòrma | N;DAT(SG)	fòrmie
Inflect fòrma | N;NOM(PL)	fòrmë
Inflect fòrma | N;GEN(PL)	fòrmów
Inflect głodny | ADJ;NOM(FEM,SG)	głodnô
Inflect Natalia | N;FEM;PROPN;SG	Natalia
Inflect Natalia | N;F;INS(SG)	Natalią
Inflect wzrost | N;NOM(MASC,SG)	wzrost
Inflect dobiwka | N;GEN(PL)	dobiwków
Inflect sztraf | N;FEM;LOC;SG	sztrafë
Inflect sztacheta | N;GEN(PL)	sztachétów
Inflect sztacheta | N;GEN(PL)	sztachëtów
Inflect Prezydent | N;NOM(SG)	Prezydent
Inflect Prezydent | N;GEN(MASC,SG)	Prezydenta
Inflect òstawac | V;INF	òstawac
Inflect Kiszëniów | N;NOM(SG)	Kiszëniów
Inflect piec | V;PRS;3;SG	piekle
Inflect całosc | N;GEN(SG)	całoscy
Inflect całosc | N;GEN(SG)	całoscë
Inflect noclegòwac | V;INF	noclegòwac
Inflect forsycjô | N;F;NOM(SG)	forsycjô
Inflect miec | V;NFIN	miec
Inflect akt | N;GEN(PL)	aktów
Inflect marsz | N;GEN(SG)	marszu
Inflect akwedukt | N;NOM(PL)	akweduktë
Inflect Żywopłot | N;INS(SG)	Żywopłotem
Inflect rózga | N;ACC(FEM,SG)	rózgã
Inflect maszëna | N;ACC(SG)	maszëną
Inflect krëczka | N;NOM(PL)	krëczczi
Inflect krëczka | N;GEN(PL)	krëczków
Inflect stróna | N;LOC;SG	strone
Inflect rozkòscérzanié | N;GEN(SG)	rozkòscérzaniô
Inflect bezpiek | N;GEN(SG)	Bezpiekù
Inflect sufragóna | N;ACC(SG)	sufraganã
Inflect wpłënąc | V;INF	wpłënąc
Inflect pierwżi | ADJ;NOM(PL,MASC)	pierwszé
Inflect czëszczec | V;NFIN	czëszcza
Inflect niechãtno | ADV;DEG	niechãtno
Inflect Pòznań | N;LOC;SG	Pòznaniu
